sku,nombre_contifico,producto_madre_detectado,categoria_odoo_detectada,talla_detectada,manga_detectada,ancho_corbata_detectado,marca_detectada,color_detectado,barcode,precio,costo,stock_bpu,stock_tur,stock_bat,stock_total_contifico,estado,confidence,parser_rule
MF12173/8-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12173/O8-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12172/11-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12172/O11-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12172/2-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12172/O2-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12097/10-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12097/O10-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12097/5-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12097/O5-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12095/8-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12095/O8-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12095/10-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12095/O10-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12159/10-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12159/O10-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12158/3-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12158/O3-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12157/11-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12157/O11-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12157/1-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12157/O1-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12156/8-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12156/O8-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12033/9-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12033/O9-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12031/12-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12031/O12-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12031/11-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12031/O11-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12142/12-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12142/O12-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12142/11-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12142/O11-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12142/2-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12142/O2-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12070/11-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12070/O11-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12070/8-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12070/O8-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12070/1-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12070/O1-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12023/12-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12023/O12-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12023/10-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12023/O10-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12023/8-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12023/O8-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12023/4-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12023/O4-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12022/12-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12022/O12-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12022/9-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12022/O9-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12022/6-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12022/O6-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12022/5-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12022/O5-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12022/2-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12022/O2-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF3870/19-7,H. CORBATA P/CABALLERO CASSINI LIGHT BLUE,Corbata MF3870/19,Ropa / Hombres / Corbatas,,,7,Bruno Cassini,Azul,MF3870202319701,21.65,0.00,22.00,0.00,0.00,22.00,ok,0.95,tie_width
MF3870/13-7,CORBATA BRUNO CASSINI 7 CM MODELO,Corbata MF3870/13,Ropa / Hombres / Corbatas,,,7,Bruno Cassini,,MF3870/O13-7,21.65,0.00,1.00,0.00,0.00,1.00,ok,0.95,tie_width
MF3870/11-7,H. CORBATA P/CABALLERO CASSINI PURPLE,Corbata MF3870/11,Ropa / Hombres / Corbatas,,,7,Bruno Cassini,,MF3870202311701,21.65,0.00,1.00,0.00,0.00,1.00,ok,0.95,tie_width
MF3870/9-7,CORBATA BRUNO CASSINI 7 CM MODELO,Corbata MF3870/9,Ropa / Hombres / Corbatas,,,7,Bruno Cassini,,MF3870/O9-7,21.65,0.00,0.00,0.00,0.00,0.00,ok,0.95,tie_width
MF3870/3-7,CORBATA BRUNO CASSINI 7 CM MODELO,Corbata MF3870/3,Ropa / Hombres / Corbatas,,,7,Bruno Cassini,,MF3870/O3-7,21.65,0.00,0.00,0.00,0.00,0.00,ok,0.95,tie_width
MF3870/1-7,H. CORBATA P/CABALLERO CASSINI RED,Corbata MF3870/1,Ropa / Hombres / Corbatas,,,7,Bruno Cassini,Rojo,MF3870202301701,21.65,0.00,8.00,0.00,0.00,8.00,ok,0.95,tie_width
MF3870/66-7,CORBATA BRUNO CASSINI 7 CM MODELO,Corbata MF3870/66,Ropa / Hombres / Corbatas,,,7,Bruno Cassini,,MF3870/O66-7,21.65,0.00,2.00,0.00,0.00,2.00,ok,0.95,tie_width
MF3870/57-7,CORBATA BRUNO CASSINI 7 CM MODELO,Corbata MF3870/57,Ropa / Hombres / Corbatas,,,7,Bruno Cassini,,MF3870/O57-7,21.65,0.00,0.00,0.00,0.00,0.00,ok,0.95,tie_width
MF3870/54-7,CORBATA BRUNO CASSINI 7 CM MODELO,Corbata MF3870/54,Ropa / Hombres / Corbatas,,,7,Bruno Cassini,,MF3870/O54-7,21.65,0.00,0.00,0.00,0.00,0.00,ok,0.95,tie_width
MF3870/45-7,H. CORBATA P/CABALLERO CASSINI MID BLUE,Corbata MF3870/45,Ropa / Hombres / Corbatas,,,7,Bruno Cassini,Azul,MF3870202345701,21.65,0.00,9.00,0.00,0.00,9.00,ok,0.95,tie_width
MF3870/115-7,CORBATA BRUNO CASSINI 7 CM MODELO,Corbata MF3870/115,Ropa / Hombres / Corbatas,,,7,Bruno Cassini,,MF3870/O115-7,21.65,0.00,10.00,0.00,0.00,10.00,ok,0.95,tie_width
MF3870/114-7,CORBATA BRUNO CASSINI 7 CM MODELO,Corbata MF3870/114,Ropa / Hombres / Corbatas,,,7,Bruno Cassini,,MF3870/O114-7,21.65,0.00,8.00,0.00,0.00,8.00,ok,0.95,tie_width
MF3870/113-7,CORBATA BRUNO CASSINI 7 CM MODELO,Corbata MF3870/113,Ropa / Hombres / Corbatas,,,7,Bruno Cassini,,MF3870/O113-7,21.65,0.00,0.00,0.00,0.00,0.00,ok,0.95,tie_width
MF3870/109-7,CORBATA BRUNO CASSINI 7 CM MODELO,Corbata MF3870/109,Ropa / Hombres / Corbatas,,,7,Bruno Cassini,,MF3870/O109-7,21.65,0.00,0.00,0.00,0.00,0.00,ok,0.95,tie_width
MF3870/104-7,CORBATA BRUNO CASSINI 7 CM MODELO,Corbata MF3870/104,Ropa / Hombres / Corbatas,,,7,Bruno Cassini,,MF3870/O104-7,21.65,0.00,0.00,0.00,0.00,0.00,ok,0.95,tie_width
MF3870/100-7,CORBATA BRUNO CASSINI 7 CM MODELO,Corbata MF3870/100,Ropa / Hombres / Corbatas,,,7,Bruno Cassini,,MF3870/O100-7,21.65,0.00,2.00,0.00,0.00,2.00,ok,0.95,tie_width
MF3870/90-7,CORBATA BRUNO CASSINI 7 CM MODELO,Corbata MF3870/90,Ropa / Hombres / Corbatas,,,7,Bruno Cassini,,MF3870/O90-7,21.65,0.00,1.00,0.00,0.00,1.00,ok,0.95,tie_width
MF12054/10-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12054/O10-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12054/9-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12054/O9-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12054/8-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12054/O8-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12054/2-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12054/O2-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12054/1-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12054/O1-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12053/12-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12053/O12-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12053/9-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12053/O9-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12027/11-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12027/O11-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12026/12-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12026/O12-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12026/8-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12026/O8-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12026/6-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12026/O6-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12026/5-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12026/O5-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12025/5-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12025/O5-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12025/1-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12025/O1-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1289/47-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1289/O47-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1289/43-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1289/O43-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1289/37-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1289/O37-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1289/36-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1289/O36-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1289/35-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1289/O35-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1289/34-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1289/O34-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1289/29-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1289/O29-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1289/20-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1289/O20-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1289/10-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1289/O10-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1289/5-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1289/O5-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1288/47-7,CORBATA BRUNO CASSINI 7 CM MODELO,Corbata P1288/47,Ropa / Hombres / Corbatas,,,7,Bruno Cassini,,P1288/O47-7,21.65,0.00,0.00,0.00,0.00,0.00,ok,0.95,tie_width
P1288/43-7,CORBATA BRUNO CASSINI 7 CM MODELO,Corbata P1288/43,Ropa / Hombres / Corbatas,,,7,Bruno Cassini,,P1288/O43-7,21.65,0.00,0.00,0.00,0.00,0.00,ok,0.95,tie_width
P1288/37-7,CORBATA BRUNO CASSINI 7 CM MODELO,Corbata P1288/37,Ropa / Hombres / Corbatas,,,7,Bruno Cassini,,P1288/O37-7,21.65,0.00,0.00,0.00,0.00,0.00,ok,0.95,tie_width
P1288/36-7,CORBATA BRUNO CASSINI 7 CM MODELO,Corbata P1288/36,Ropa / Hombres / Corbatas,,,7,Bruno Cassini,,P1288/O36-7,21.65,0.00,0.00,0.00,0.00,0.00,ok,0.95,tie_width
P1288/35-7,CORBATA BRUNO CASSINI 7 CM MODELO,Corbata P1288/35,Ropa / Hombres / Corbatas,,,7,Bruno Cassini,,P1288/O35-7,21.65,0.00,0.00,0.00,0.00,0.00,ok,0.95,tie_width
P1288/31-7,CORBATA BRUNO CASSINI 7 CM MODELO,Corbata P1288/31,Ropa / Hombres / Corbatas,,,7,Bruno Cassini,,P1288/O31-7,21.65,0.00,0.00,0.00,0.00,0.00,ok,0.95,tie_width
P1288/15-7,CORBATA BRUNO CASSINI 7 CM MODELO,Corbata P1288/15,Ropa / Hombres / Corbatas,,,7,Bruno Cassini,,P1288/O15-7,21.65,0.00,0.00,0.00,0.00,0.00,ok,0.95,tie_width
P1321/11-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1321/O11-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1320/20-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1320/O20-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1320/15-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1320/O15-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1320/12-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1320/O12-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1320/11-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1320/O11-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1320/5-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1320/O5-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1320/1-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1320/O1-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1064/40-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1064/O40-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1064/24-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1064/O24-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1064/22-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1064/O22-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1034/44-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1034/O44-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1034/42-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1034/O42-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1034/35-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1034/O35-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1034/31-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1034/O31-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1034/25-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1034/O25-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1313/5-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1313/O5-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12137/11-7,CORBATA BRUNO CASSINI 7 CM MODELO,Corbata MF12137/11,Ropa / Hombres / Corbatas,,,7,Bruno Cassini,,MF12137/O11-7,21.65,0.00,0.00,0.00,0.00,0.00,ok,0.95,tie_width
MF12137/2-7,CORBATA BRUNO CASSINI 7 CM MODELO,Corbata MF12137/2,Ropa / Hombres / Corbatas,,,7,Bruno Cassini,,MF12137/O2-7,21.65,0.00,7.00,0.00,0.00,7.00,ok,0.95,tie_width
MF12136/8-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12136/O8-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12136/4-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12136/O4-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P645/42-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P645/O42-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P645/37-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P645/O37-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P645/33-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P645/O33-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P645/25-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P645/O25-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12074/9-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12074/O9-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12074/5-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12074/O5-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12072/10-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12072/O10-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12072/5-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12072/O5-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12072/3-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12072/3-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12072/2-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12072/O2-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12072/1-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12072/O1-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12175/12-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12175/O12-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12175/6-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12175/O6-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12175/4-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12175/O4-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12175/1-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,MF12175/O1-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1293/19-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1293/O19-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1293/17-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1293/O17-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
P1293/13-7,CORBATA BRUNO CASSINI 7 CM MODELO,,,,,,Bruno Cassini,,P1293/O13-7,21.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF3870/19-FJ,SET CORBATIN + FAJA BRUNO CASSINI,Set Corbatín + Faja MF3870/19,Ropa / Hombres / Fajines,,,,Bruno Cassini,,MF3870/O19-FJ,41.65,0.00,21.00,0.00,0.00,21.00,manual_review,0.65,fajin
MF12150/7-FJ,SET CORBATIN + FAJA BRUNO CASSINI,Set Corbatín + Faja MF12150/7,Ropa / Hombres / Fajines,,,,Bruno Cassini,,MF12150/O7-FJ,41.65,0.00,2.00,0.00,0.00,2.00,manual_review,0.65,fajin
MF12150/6-FJ,SET CORBATIN + FAJA BRUNO CASSINI,,,,,,Bruno Cassini,,MF12150/O6-FJ,41.65,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
MF12150/4-FJ,SET CORBATIN + FAJA BRUNO CASSINI,Set Corbatín + Faja MF12150/4,Ropa / Hombres / Fajines,,,,Bruno Cassini,,MF12150/O4-FJ,41.65,0.00,8.00,0.00,0.00,8.00,manual_review,0.65,fajin
MF12022/12-FJ,SET CORBATIN + FAJA BRUNO CASSINI,Set Corbatín + Faja MF12022/12,Ropa / Hombres / Fajines,,,,Bruno Cassini,,MF12022/O12-FJ,41.65,0.00,6.00,0.00,0.00,6.00,manual_review,0.65,fajin
MF12022/9-FJ,SET CORBATIN + FAJA BRUNO CASSINI,Set Corbatín + Faja MF12022/9,Ropa / Hombres / Fajines,,,,Bruno Cassini,,MF12022/O9-FJ,41.65,0.00,19.00,0.00,0.00,19.00,manual_review,0.65,fajin
